1
68	WHOSE FLOOR IS AN IMMENSE SLAB FALLEN
68	FROM THE CEILING (SLAB ROOM).  EAST AND
68	WEST THERE ONCE WERE LARGE PASSAGES,
68	BUT THEY ARE NOW FILLED WITH BOULDERS.
68	LOW SMALL PASSAGES GO NORTH AND SOUTH,
68	AND THE SOUTH ONE QUICKLY BENDS WEST
68	AROUND THE BOULDERS.
69	YOU ARE IN A SECRET N/S CANYON ABOVE A
69	LARGE ROOM.
70	YOU ARE IN A SECRET N/S CANYON ABOVE A
70	SIZABLE PASSAGE.
71	YOU ARE IN A SECRET CANYON AT A
71	JUNCTION OF THREE CANYONS, BEARING
71	NORTH, SOUTH, AND SE.  THE NORTH ONE IS
71	AS TALL AS THE OTHER TWO COMBINED.
72	YOU ARE IN A LARGE LOW ROOM.  CRAWLS
72	LEAD NORTH, SE, AND SW.
73	DEAD END CRAWL.
74	YOU ARE IN A SECRET CANYON WHICH HERE
74	RUNS E/W.  IT CROSSES OVER A VERY TIGHT
74	CANYON 15 FEET BELOW.  IF YOU GO DOWN
74	YOU MAY NOT BE ABLE TO GET BACK UP.
75	YOU ARE AT A WIDE PLACE IN A VERY TIGHT
75	N/S CANYON.
76	THE CANYON HERE BECOMES TOO TIGHT TO GO
76	FURTHER SOUTH.
77	YOU ARE IN A TALL E/W CANYON.  A LOW
77	TIGHT CRAWL GOES 3 FEET NORTH AND SEEMS
77	TO OPEN UP.
78	THE CANYON RUNS INTO A MASS OF BOULDERS
78	-- DEAD END.
79	THE STREAM FLOWS OUT THROUGH A PAIR OF
79	1 FOOT DIAMETER SEWER PIPES.  IT WOULD
79	BE ADVISABLE TO USE THE EXIT.
80	YOU ARE IN A MAZE OF TWISTY LITTLE
80	PASSAGES, ALL ALIKE.
81	DEAD END
82	DEAD END
83	YOU ARE IN A MAZE OF TWISTY LITTLE
83	PASSAGES, ALL ALIKE.
84	YOU ARE IN A MAZE OF TWISTY LITTLE
84	PASSAGES, ALL ALIKE.
85	DEAD END
86	DEAD END
87	YOU ARE IN A MAZE OF TWISTY LITTLE
87	PASSAGES, ALL ALIKE.
88	YOU ARE IN A LONG, NARROW CORRIDOR
88	STRETCHING OUT OF SIGHT TO THE WEST.
88	AT THE EASTERN END IS A HOLE THROUGH
88	WHICH YOU CAN SEE A PROFUSION OF
88	LEAVES.
89	THERE IS NOTHING HERE TO CLIMB.  USE
89	"UP" OR "OUT" TO LEAVE THE PIT.
90	YOU HAVE CLIMBED UP THE PLANT AND OUT
90	OF THE PIT.
91	YOU ARE AT THE TOP OF A STEEP INCLINE
91	ABOVE A LARGE ROOM.  YOU COULD CLIMB
91	DOWN HERE, BUT YOU WOULD NOT BE ABLE TO
91	CLIMB UP.  THERE IS A PASSAGE LEADING
91	BACK TO THE NORTH.
92	YOU ARE IN THE GIANT ROOM.  THE CEILING
92	HERE IS TOO HIGH UP FOR YOUR LAMP TO
92	SHOW IT.  CAVERNOUS PASSAGES LEAD EAST,
92	NORTH, AND SOUTH.  ON THE WEST WALL IS
92	SCRAWLED THE INSCRIPTION, "FEE FIE FOE
92	FOO" [SIC].
93	THE PASSAGE HERE IS BLOCKED BY A RECENT
93	CAVE-IN.
94	YOU ARE AT ONE END OF AN IMMENSE
94	NORTH/SOUTH PASSAGE.
95	YOU ARE IN A MAGNIFICENT CAVERN WITH A
95	RUSHING STREAM, WHICH CASCADES OVER A
95	SPARKLING WATERFALL INTO A ROARING
95	WHIRLPOOL WHICH DISAPPEARS THROUGH A
95	HOLE IN THE FLOOR.  PASSAGES EXIT TO
95	THE SOUTH AND WEST.
96	YOU ARE IN THE SOFT ROOM.  THE WALLS
96	ARE COVERED WITH HEAVY CURTAINS, THE
96	FLOOR WITH A THICK PILE CARPET.  MOSS
96	COVERS THE CEILING.
97	THIS IS THE ORIENTAL ROOM.  ANCIENT
97	ORIENTAL CAVE DRAWINGS COVER THE WALLS.
97	A GENTLY SLOPING PASSAGE LEADS UPWARD
97	TO THE NORTH, ANOTHER PASSAGE LEADS SE,
97	AND A HANDS AND KNEES CRAWL LEADS WEST.
98	YOU ARE FOLLOWING A WIDE PATH AROUND
98	THE OUTER EDGE OF A LARGE CAVERN.  FAR
98	BELOW, THROUGH A HEAVY WHITE MIST,
98	STRANGE SPLASHING NOISES CAN BE HEARD.
98	THE MIST RISES UP THROUGH A FISSURE IN
98	THE CEILING.  THE PATH EXITS TO THE
98	SOUTH AND WEST.
99	YOU ARE IN AN ALCOVE.  A SMALL NW PATH
99	SEEMS TO WIDEN AFTER A SHORT DISTANCE.
99	AN EXTREMELY TIGHT TUNNEL LEADS EAST.
99	IT LOOKS LIKE A VERY TIGHT SQUEEZE.  AN
99	EERIE LIGHT CAN BE SEEN AT THE OTHER
99	END.
100	YOU'RE IN A SMALL CHAMBER LIT BY AN
100	EERIE GREEN LIGHT.  AN EXTREMELY NARROW
100	TUNNEL EXITS TO THE WEST.  A DARK
100	CORRIDOR LEADS NE.
101	YOU'RE IN THE DARK-ROOM.  A CORRIDOR
101	LEADING SOUTH IS THE ONLY EXIT.
102	YOU ARE IN AN ARCHED HALL.  A CORAL
102	PASSAGE ONCE CONTINUED UP AND EAST FROM
102	HERE, BUT IS NOW BLOCKED BY DEBRIS.
102	THE AIR SMELLS OF SEA WATER.
103	YOU'RE IN A LARGE ROOM CARVED OUT OF
103	SEDIMENTARY ROCK.  THE FLOOR AND WALLS
103	ARE LITTERED WITH BITS OF SHELLS
103	IMBEDDED IN THE STONE.  A SHALLOW
103	PASSAGE PROCEEDS DOWNWARD, AND A
103	SOMEWHAT STEEPER ONE LEADS UP.  A LOW
103	HANDS AND KNEES PASSAGE ENTERS FROM THE
103	SOUTH.
104	YOU ARE IN A LONG SLOPING CORRIDOR WITH
104	RAGGED SHARP WALLS.
105	YOU ARE IN A CUL-DE-SAC ABOUT EIGHT
105	FEET ACROSS.
106	YOU ARE IN AN ANTEROOM LEADING TO A
106	LARGE PASSAGE TO THE EAST.  SMALL
106	PASSAGES GO WEST AND UP.  THE REMNANTS
106	OF RECENT DIGGING ARE EVIDENT.  A SIGN
106	IN MIDAIR HERE SAYS "CAVE UNDER
106	CONSTRUCTION BEYOND THIS POINT.
106	PROCEED AT OWN RISK.  [WITT
106	CONSTRUCTION COMPANY]"
107	YOU ARE IN A MAZE OF TWISTY LITTLE
107	PASSAGES, ALL DIFFERENT.
108	YOU ARE AT WITT'S END.  PASSAGES LEAD
108	OFF IN *ALL* DIRECTIONS.
109	YOU ARE IN A NORTH/SOUTH CANYON ABOUT
109	25 FEET ACROSS.  THE FLOOR IS COVERED
109	BY WHITE MIST SEEPING IN FROM THE
109	NORTH.  THE WALLS EXTEND UPWARD FOR
109	WELL OVER 100 FEET.  SUSPENDED FROM SOME
109	UNSEEN POINT FAR ABOVE YOU, AN ENORMOUS
109	TWO-SIDED MIRROR IS HANGING PARALLEL TO
109	AND MIDWAY BETWEEN THE CANYON WALLS.
109	(THE MIRROR IS OBVIOUSLY PROVIDED FOR
109	THE USE OF THE DWARVES, WHO AS YOU KNOW,
109	ARE EXTREMELY VAIN.)  A SMALL WINDOW
109	CAN BE SEEN IN EITHER WALL, SOME FIFTY
109	FEET UP.
110	YOU'RE AT A LOW WINDOW OVERLOOKING A
110	HUGE PIT, WHICH EXTENDS UP OUT OF
110	SIGHT.  A FLOOR IS INDISTINCTLY VISIBLE
110	OVER 50 FEET BELOW.  TRACES OF WHITE
110	MIST COVER THE FLOOR OF THE PIT,
110	BECOMING THICKER TO THE LEFT.  MARKS IN
110	THE DUST AROUND THE WINDOW WOULD SEEM
110	TO INDICATE THAT SOMEONE HAS BEEN HERE
110	RECENTLY.  DIRECTLY ACROSS THE PIT FROM
110	YOU AND 25 FEET AWAY THERE IS A SIMILAR
110	WINDOW LOOKING INTO A LIGHTED ROOM.  A
110	SHADOWY FIGURE CAN BE SEEN THERE
110	PEERING BACK AT YOU.
111	A LARGE STALACTITE EXTENDS FROM THE
111	ROOF AND ALMOST REACHES THE FLOOR
111	BELOW.  YOU COULD CLIMB DOWN IT, AND
111	JUMP FROM IT TO THE FLOOR, BUT HAVING
111	DONE SO YOU WOULD BE UNABLE TO REACH IT
111	TO CLIMB BACK UP.
112	YOU ARE IN A LITTLE MAZE OF TWISTING
112	PASSAGES, ALL DIFFERENT.
113	YOU ARE AT THE EDGE OF A LARGE
113	UNDERGROUND RESERVOIR.  AN OPAQUE CLOUD
113	OF WHITE MIST FILLS THE ROOM AND RISES
113	RAPIDLY UPWARD.  THE LAKE IS FED BY A
113	STREAM, WHICH TUMBLES OUT OF A HOLE IN
113	THE WALL ABOUT 10 FEET OVERHEAD AND
113	SPLASHES NOISILY INTO THE WATER
113	SOMEWHERE WITHIN THE MIST.  THE ONLY
113	PASSAGE GOES BACK TOWARD THE SOUTH.
114	DEAD END
115	YOU ARE AT THE NORTHEAST END OF AN
115	IMMENSE ROOM, EVEN LARGER THAN THE
115	GIANT ROOM.  IT APPEARS TO BE A
115	REPOSITORY FOR THE "ADVENTURE" PROGRAM.
115	MASSIVE TORCHES FAR OVERHEAD BATHE THE
115	ROOM WITH SMOKY YELLOW LIGHT.
115	SCATTERED ABOUT YOU CAN BE SEEN A PILE
115	OF BOTTLES (ALL OF THEM EMPTY), A
115	NURSERY OF YOUNG BEANSTALKS MURMURING
115	QUIETLY, A BED OF OYSTERS, A BUNDLE OF
115	BLACK RODS WITH RUSTY STARS ON THEIR
115	ENDS, AND A COLLECTION OF BRASS
115	LANTERNS.  OFF TO ONE SIDE A GREAT MANY
115	DWARVES ARE SLEEPING ON THE FLOOR,
115	SNORING LOUDLY.  A SIGN NEARBY READS:
115	"DO NOT DISTURB THE DWARVES!"  AN
115	IMMENSE MIRROR IS HANGING AGAINST ONE
115	WALL, AND STRETCHES TO THE OTHER END OF
115	THE ROOM, WHERE VARIOUS OTHER SUNDRY
115	OBJECTS CAN BE GLIMPSED DIMLY IN THE
115	DISTANCE.
116	YOU ARE AT THE SOUTHWEST END OF THE
116	REPOSITORY.  TO ONE SIDE IS A PIT FULL
116	OF FIERCE GREEN SNAKES.  ON THE OTHER
116	SIDE IS A ROW OF SMALL WICKER CAGES,
116	EACH OF WHICH CONTAINS A LITTLE SULKING
116	BIRD.  IN ONE CORNER IS A BUNDLE OF
116	BLACK RODS WITH RUSTY MARKS ON THEIR
116	ENDS.  A LARGE NUMBER OF VELVET PILLOWS
116	ARE SCATTERED ABOUT ON THE FLOOR.  A
116	VAST MIRROR STRETCHES OFF TO THE
116	NORTHEAST.  AT YOUR FEET IS A LARGE
116	STEEL GRATE, NEXT TO WHICH IS A SIGN
116	WHICH READS, "TREASURE VAULT. KEYS IN
116	MAIN OFFICE."
117	YOU ARE ON ONE SIDE OF A LARGE, DEEP
117	CHASM.  A HEAVY WHITE MIST RISING UP
117	FROM BELOW OBSCURES ALL VIEW OF THE FAR
117	SIDE.  A SW PATH LEADS AWAY FROM THE
117	CHASM INTO A WINDING CORRIDOR.
118	YOU ARE IN A LONG WINDING CORRIDOR
118	SLOPING OUT OF SIGHT IN BOTH
118	DIRECTIONS.
119	YOU ARE IN A SECRET CANYON WHICH EXITS
119	TO THE NORTH AND EAST.
120	YOU ARE IN A SECRET CANYON WHICH EXITS
120	TO THE NORTH AND EAST.
121	YOU ARE IN A SECRET CANYON WHICH EXITS
121	TO THE NORTH AND EAST.
122	YOU ARE ON THE FAR SIDE OF THE CHASM.
122	A NE PATH LEADS AWAY FROM THE CHASM ON
122	THIS SIDE.
123	YOU'RE IN A LONG EAST/WEST CORRIDOR.  A
123	FAINT RUMBLING NOISE CAN BE HEARD IN
123	THE DISTANCE.
124	THE PATH FORKS HERE.  THE LEFT FORK
124	LEADS NORTHEAST.  A DULL RUMBLING SEEMS
124	TO GET LOUDER IN THAT DIRECTION.  THE
124	RIGHT FORK LEADS SOUTHEAST DOWN A
124	GENTLE SLOPE.  THE MAIN CORRIDOR ENTERS
124	FROM THE WEST.
125	THE WALLS ARE QUITE WARM HERE.  FROM
125	THE NORTH CAN BE HEARD A STEADY ROAR,
125	SO LOUD THAT THE ENTIRE CAVE SEEMS TO
125	BE TREMBLING.  ANOTHER PASSAGE LEADS
125	SOUTH, AND A LOW CRAWL GOES EAST.
126	YOU ARE ON THE EDGE OF A BREATH-TAKING
126	VIEW.  FAR BELOW YOU IS AN ACTIVE
126	VOLCANO, FROM WHICH GREAT GOUTS OF
126	MOLTEN LAVA COME SURGING OUT, CASCADING
126	BACK DOWN INTO THE DEPTHS.  THE GLOWING
126	ROCK FILLS THE FARTHEST REACHES OF THE
126	CAVERN WITH A BLOOD-RED GLARE, GIVING
126	EVERYTHING AN EERIE, MACABRE
126	APPEARANCE.  THE AIR IS FILLED WITH
126	FLICKERING SPARKS OF ASH AND A HEAVY
126	SMELL OF BRIMSTONE.  THE WALLS ARE HOT
126	TO THE TOUCH, AND THE THUNDERING OF THE
126	VOLCANO DROWNS OUT ALL OTHER SOUNDS.
126	EMBEDDED IN THE JAGGED ROOF FAR
126	OVERHEAD ARE MYRIAD TWISTED FORMATIONS
126	COMPOSED OF PURE WHITE ALABASTER, WHICH
126	SCATTER THE MURKY LIGHT INTO SINISTER
126	APPARITIONS UPON THE WALLS.  TO ONE
126	SIDE IS A DEEP GORGE, FILLED WITH A
126	BIZARRE CHAOS OF TORTURED ROCK WHICH
126	SEEMS TO HAVE BEEN CRAFTED BY THE DEVIL
126	HIMSELF.  AN IMMENSE RIVER OF FIRE
126	CRASHES OUT FROM THE DEPTHS OF THE
126	VOLCANO, BURNS ITS WAY THROUGH THE
126	GORGE, AND PLUMMETS INTO A BOTTOMLESS
126	PIT FAR OFF TO YOUR LEFT.  TO THE
126	RIGHT, AN IMMENSE GEYSER OF BLISTERING
126	STEAM ERUPTS CONTINUOUSLY FROM A BARREN
126	ISLAND IN THE CENTER OF A SULFUROUS
126	LAKE, WHICH BUBBLES OMINOUSLY.  THE FAR
126	RIGHT WALL IS AFLAME WITH AN
126	INCANDESCENCE OF ITS OWN, WHICH LENDS
126	AN ADDITIONAL INFERNAL SPLENDOR TO THE
126	ALREADY HELLISH SCENE.  A DARK,
126	FOREBODING PASSAGE EXITS TO THE SOUTH.
127	YOU ARE IN A SMALL CHAMBER FILLED WITH
127	LARGE BOULDERS.  THE WALLS ARE VERY
127	WARM, CAUSING THE AIR IN THE ROOM TO BE
127	ALMOST STIFLING FROM THE HEAT.  THE
127	ONLY EXIT IS A CRAWL HEADING WEST,
127	THROUGH WHICH IS COMING A LOW RUMBLING.
128	YOU ARE WALKING ALONG A GENTLY SLOPING
128	NORTH/SOUTH PASSAGE LINED WITH ODDLY
128	SHAPED LIMESTONE FORMATIONS.
129	YOU ARE STANDING AT THE ENTRANCE TO A
129	LARGE, BARREN ROOM.  A SIGN POSTED
129	ABOVE THE ENTRANCE READS:  "CAUTION!
129	BEAR IN ROOM!"
130	YOU ARE INSIDE A BARREN ROOM.  THE
130	CENTER OF THE ROOM IS COMPLETELY EMPTY
130	EXCEPT FOR SOME DUST.  MARKS IN THE
130	DUST LEAD AWAY TOWARD THE FAR END OF
130	THE ROOM.  THE ONLY EXIT IS THE WAY
130	YOU CAME IN.
131	YOU ARE IN A MAZE OF TWISTING LITTLE
131	PASSAGES, ALL DIFFERENT.
132	YOU ARE IN A LITTLE MAZE OF TWISTY
132	PASSAGES, ALL DIFFERENT.
133	YOU ARE IN A TWISTING MAZE OF LITTLE
133	PASSAGES, ALL DIFFERENT.
134	YOU ARE IN A TWISTING LITTLE MAZE OF
134	PASSAGES, ALL DIFFERENT.
135	YOU ARE IN A TWISTY LITTLE MAZE OF
135	PASSAGES, ALL DIFFERENT.
136	YOU ARE IN A TWISTY MAZE OF LITTLE
136	PASSAGES, ALL DIFFERENT.
137	YOU ARE IN A LITTLE TWISTY MAZE OF
137	PASSAGES, ALL DIFFERENT.
138	YOU ARE IN A MAZE OF LITTLE TWISTING
138	PASSAGES, ALL DIFFERENT.
139	YOU ARE IN A MAZE OF LITTLE TWISTY
139	PASSAGES, ALL DIFFERENT.
140	DEAD END
-1	END
2
1	YOU'RE AT END OF ROAD AGAIN.
2	YOU'RE AT HILL IN ROAD.
3	YOU'RE INSIDE BUILDING.
4	YOU'RE IN VALLEY.
5	YOU'RE IN FOREST.
6	YOU'RE IN FOREST.
7	YOU'RE AT SLIT IN STREAMBED.
8	YOU'RE OUTSIDE GRATE.
9	YOU'RE BELOW THE GRATE.
10	YOU'RE IN COBBLE CRAWL.
11	YOU'RE IN DEBRIS ROOM.
13	YOU'RE IN BIRD CHAMBER.
14	YOU'RE AT TOP OF SMALL PIT.
15	YOU'RE IN HALL OF MISTS.
17	YOU'RE ON EAST BANK OF FISSURE.
18	YOU'RE IN NUGGET OF GOLD ROOM.
19	YOU'RE IN HALL OF MT KING
23	YOU'RE AT WEST END OF TWOPIT ROOM.
24	YOU'RE IN EAST PIT.
25	YOU'RE IN WEST PIT.
33	YOU'RE AT "Y2".
35	YOU'RE AT WINDOW ON PIT.
36	YOU'RE IN DIRTY PASSAGE.
39	YOU'RE IN DUSTY ROCK ROOM.
41	YOU'RE AT WEST END OF HALL OF MISTS.
57	YOU'RE AT BRINK OF PIT.
60	YOU'RE AT EAST END OF LONG HALL.
61	YOU'RE AT WEST END OF LONG HALL.
64	YOU'RE AT COMPLEX JUNCTION.
66	YOU'RE IN SWISS CHEESE ROOM.
67	YOU'RE AT EAST END OF TWOPIT ROOM.
68	YOU'RE IN SLAB ROOM.
